sn,NP,bacteria,strain,NP_synthesis,drug,drug_dose_µg_disk,NP_concentration_µg_ml,NP_size_min_nm,NP_size_max_nm,NP_size_avg_nm,shape,method,ZOI_drug_mm_or_MIC _µg_ml,error_ZOI_drug_mm_or_MIC_µg_ml,ZOI_NP_mm_or_MIC_np_µg_ml,error_ZOI_NP_mm_or_MIC_np_µg_ml,ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,error_ZOI_drug_NP_mm_or_MIC_drug_NP_µg_ml,fold_increase_in_antibacterial_activity,zeta_potential_mV,MDR,FIC,effect,reference,doi,article_list,time_hr,coating_with_antimicrobial_peptide_polymers,combined_MIC,peptide_MIC,viability_%,viability_error,journal_name,publisher,year,title,journal_is_oa,is_oa,oa_status,pdf,access
3137,ZnO,Candida albicans,,green_synthesis from Cassia auriculata Leaf Extract,,,75000.0,68.64,68.64,68.64,spherical,well_diffusion,,,13.21,,,,,16.63,,,,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3138,ZnO,Candida glabrata,,green_synthesis from Cassia auriculata Leaf Extract,,,75000.0,68.64,68.64,68.64,spherical,well_diffusion,,,9.18,,,,,16.63,,,,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3139,ZnO,Cryptococcus neoformans,,green_synthesis from Cassia auriculata Leaf Extract,,,100000.0,68.64,68.64,68.64,spherical,well_diffusion,,,10.82,,,,,16.63,,,,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3140,ZnO,Candida albicans,,green_synthesis from Cassia auriculata Leaf Extract,,,100000.0,68.64,68.64,68.64,spherical,well_diffusion,,,13.9,,,,,16.63,,,,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3141,ZnO,Candida glabrata,,green_synthesis from Cassia auriculata Leaf Extract,,,100000.0,68.64,68.64,68.64,spherical,well_diffusion,,,10.03,,,,,16.63,,,,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3142,ZnO,Cryptococcus neoformans,,green_synthesis from Cassia auriculata Leaf Extract,,,150000.0,68.64,68.64,68.64,spherical,well_diffusion,,,11.88,,,,,16.63,,,,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3143,ZnO,Candida albicans,,green_synthesis from Cassia auriculata Leaf Extract,,,150000.0,68.64,68.64,68.64,spherical,well_diffusion,,,12.94,,,,,16.63,,,,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3144,ZnO,Candida glabrata,,green_synthesis from Cassia auriculata Leaf Extract,,,150000.0,68.64,68.64,68.64,spherical,well_diffusion,,,10.98,,,,,16.63,,,,https://link.springer.com/article/10.1007/s12668-017-0463-6,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3145,ZnO,Yersinia intermedia,,purchased from US Nano,Nalidixic acid,30.0,10000.0,10,30.0,20.0,spherical,disc_diffusion,35.0,,,,35.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5435012/,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3146,ZnO,Yersinia intermedia,,purchased from US Nano,Tetracycline,30.0,10000.0,10,30.0,20.0,spherical,disc_diffusion,34.0,,,,34.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5435012/,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3147,ZnO,Yersinia intermedia,,purchased from US Nano,Cefotaxime,30.0,10000.0,10,30.0,20.0,spherical,disc_diffusion,36.0,,,,36.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5435012/,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3148,ZnO,Yersinia intermedia,,purchased from US Nano,Ceftazidime,10.0,10000.0,10,30.0,20.0,spherical,disc_diffusion,25.0,,,,25.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5435012/,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3149,ZnO,Yersinia intermedia,,purchased from US Nano,Chloramphenicol,25.0,10000.0,10,30.0,20.0,spherical,disc_diffusion,25.0,,,,25.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5435012/,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3150,ZnO,Yersinia intermedia,,purchased from US Nano,Ampicillin,10.0,10000.0,10,30.0,20.0,spherical,disc_diffusion,13.0,,,,0.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5435012/,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3151,ZnO,Yersinia intermedia,,purchased from US Nano,Amoxycillin,30.0,10000.0,10,30.0,20.0,spherical,disc_diffusion,8.0,,,,0.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5435012/,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3152,ZnO,Yersinia intermedia,,purchased from US Nano,Oxacillin,30.0,10000.0,10,30.0,20.0,spherical,disc_diffusion,0.0,,,,16.0,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5435012/,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3153,ZnO,Yersinia intermedia,,purchased from US Nano,,,,10,30.0,20.0,spherical,MIC,,,39.06,,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5435012/,10.1007/s12668-017-0463-6,90,24.0,,,,,,BioNanoScience,Springer Science and Business Media LLC,2017,Synergistic Antimicrobial and Cytotoxic Potential of Zinc Oxide Nanoparticles Synthesized Using Cassia auriculata Leaf Extract,False,False,closed,90_padalia2017.pdf,0
3154,ZnO,Escherichia coli,25922,chem_synthesis_from_Zn(NO3)2,Ampicillin,,,12,18.0,15.0,spherical,MIC,,,500.0,,6.47,,,,,,,https://www.sciencedirect.com/science/article/pii/S0272884219323685#sec3,10.1016/j.ceramint.2019.08.171,59,24.0,,,,,,Ceramics International,Elsevier BV,2019,"Synthesis of CuO and ZnO nanoparticles by a novel green route: Antimicrobial activity, cytotoxic effects and their synergism with ampicillin",False,False,closed,59_reyes-torres2019.pdf,0
3155,ZnO,Escherichia coli,25922,purchased or supplied by Merck,,,,58.1,58.1,58.1,spherical,MIC,,,1000.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0272884219323685#sec3,10.1016/j.ceramint.2019.08.171,59,24.0,,,,,,Ceramics International,Elsevier BV,2019,"Synthesis of CuO and ZnO nanoparticles by a novel green route: Antimicrobial activity, cytotoxic effects and their synergism with ampicillin",False,False,closed,59_reyes-torres2019.pdf,0
3156,ZnO,Staphylococcus aureus,25923,chem_synthesis_from_Zn(NO3)2,,,,12,18.0,15.0,spherical,MIC,,,500.0,,7.81,,,,,,,https://www.sciencedirect.com/science/article/pii/S0272884219323685#sec3,10.1016/j.ceramint.2019.08.171,59,24.0,,,,,,Ceramics International,Elsevier BV,2019,"Synthesis of CuO and ZnO nanoparticles by a novel green route: Antimicrobial activity, cytotoxic effects and their synergism with ampicillin",False,False,closed,59_reyes-torres2019.pdf,0
3157,ZnO,Staphylococcus aureus,25923,purchased or supplied by Merck,,,,58.1,58.1,58.1,spherical,MIC,,,1000.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0272884219323685#sec3,10.1016/j.ceramint.2019.08.171,59,24.0,,,,,,Ceramics International,Elsevier BV,2019,"Synthesis of CuO and ZnO nanoparticles by a novel green route: Antimicrobial activity, cytotoxic effects and their synergism with ampicillin",False,False,closed,59_reyes-torres2019.pdf,0
3158,ZnO,Pseudomonas aeruginosa,27853,chem_synthesis_from_Zn(NO3)2,,,,12,18.0,15.0,spherical,MIC,,,500.0,,125.0,,,,,,,https://www.sciencedirect.com/science/article/pii/S0272884219323685#sec3,10.1016/j.ceramint.2019.08.171,59,24.0,,,,,,Ceramics International,Elsevier BV,2019,"Synthesis of CuO and ZnO nanoparticles by a novel green route: Antimicrobial activity, cytotoxic effects and their synergism with ampicillin",False,False,closed,59_reyes-torres2019.pdf,0
3159,ZnO,Pseudomonas aeruginosa,27853,purchased or supplied by Merck,,,,58.1,58.1,58.1,spherical,MIC,,,1000.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0272884219323685#sec3,10.1016/j.ceramint.2019.08.171,59,24.0,,,,,,Ceramics International,Elsevier BV,2019,"Synthesis of CuO and ZnO nanoparticles by a novel green route: Antimicrobial activity, cytotoxic effects and their synergism with ampicillin",False,False,closed,59_reyes-torres2019.pdf,0
3160,ZnO,Enterococcus faecalis,29212,chem_synthesis_from_Zn(NO3)2,,,,12,18.0,15.0,spherical,MIC,,,500.0,,7.81,,,,,,,https://www.sciencedirect.com/science/article/pii/S0272884219323685#sec3,10.1016/j.ceramint.2019.08.171,59,24.0,,,,,,Ceramics International,Elsevier BV,2019,"Synthesis of CuO and ZnO nanoparticles by a novel green route: Antimicrobial activity, cytotoxic effects and their synergism with ampicillin",False,False,closed,59_reyes-torres2019.pdf,0
3161,ZnO,Enterococcus faecalis,29212,purchased or supplied by Merck,,,,58.1,58.1,58.1,spherical,MIC,,,1000.0,,,,,,,,,https://www.sciencedirect.com/science/article/pii/S0272884219323685#sec3,10.1016/j.ceramint.2019.08.171,59,24.0,,,,,,Ceramics International,Elsevier BV,2019,"Synthesis of CuO and ZnO nanoparticles by a novel green route: Antimicrobial activity, cytotoxic effects and their synergism with ampicillin",False,False,closed,59_reyes-torres2019.pdf,0
3162,ZnO,Acinetobacter baumannii,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,11.78,0.23,10.35,0.11,20.62,0.14,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3163,ZnO,Escherichia coli,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,17.89,0.18,16.95,0.38,34.18,0.25,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3164,ZnO,Enterobacter cloacae,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,14.16,0.56,15.18,0.49,22.13,0.32,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3165,ZnO,Klebsiella pneumoniae,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,15.29,0.09,16.84,0.24,27.38,0.41,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3166,ZnO,Pseudomonas aeruginosa,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,14.89,0.16,8.98,0.12,16.42,0.46,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3167,ZnO,Salmonella typhimurium,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,13.78,0.51,14.97,0.43,24.15,0.17,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3168,ZnO,Acinetobacter baumannii,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,50.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,11.13,0.19,17.14,0.27,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3169,ZnO,Escherichia coli,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,50.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,27.13,0.45,32.16,0.49,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3170,ZnO,Enterobacter cloacae,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,50.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,14.08,0.14,21.65,0.52,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3171,ZnO,Klebsiella pneumoniae,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,50.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,18.98,0.15,23.87,0.16,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3172,ZnO,Pseudomonas aeruginosa,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,50.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,15.93,0.29,13.18,0.11,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3173,ZnO,Salmonella typhimurium,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,50.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,17.15,0.36,20.13,0.24,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3174,ZnO,Acinetobacter baumannii,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,11.78,0.23,19.31,0.56,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3175,ZnO,Escherichia coli,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,17.89,0.18,38.16,0.18,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3176,ZnO,Enterobacter cloacae,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,14.16,0.56,24.12,0.23,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3177,ZnO,Klebsiella pneumoniae,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,15.29,0.09,26.47,0.38,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3178,ZnO,Pseudomonas aeruginosa,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,14.89,0.16,16.42,0.31,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3179,ZnO,Salmonella typhimurium,,green_synthesis from Origanum majorana Leaf Extract,Colistin,10.0,15.0,5,50.0,12.5,"spherical, hexagonal and quasi-spherical",,13.78,0.51,22.86,0.18,,,,?14.8,,,,https://www.mdpi.com/2073-4352/12/11/1513,10.3390/cryst12111513,91,24.0,,,,,,Crystals,MDPI AG,2022,Green Synthesis of Zinc Oxide Nanocrystals Utilizing Origanum majorana Leaf Extract and Their Synergistic Patterns with Colistin against Multidrug-Resistant Bacterial Strains,True,True,gold,91_crystals-12-01513-v3.pdf,1
3180,ZnO,Staphylococcus aureus,ATCC 29213,purchased from sigma aldrich,,,21000.0,100,100.0,100.0,,well_diffusion,,,37.0,2.0,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,21.0,,,,,,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1
3181,ZnO,Staphylococcus aureus,ATCC 29213,purchased from sigma aldrich,,,10500.0,100,100.0,100.0,,well_diffusion,,,15.0,2.0,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,21.0,,,,,,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1
3182,ZnO,Staphylococcus aureus,ATCC 29213,purchased from sigma aldrich,,,,100,100.0,100.0,,MIC,,,0.03,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,21.0,,,,,,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1
3183,ZnO,Staphylococcus aureus,ATCC 29213,purchased from sigma aldrich,,,,100,100.0,100.0,,MBC,,,0.14,0.06,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,21.0,,,,,,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1
3184,ZnO,Staphylococcus aureus,ATCC 29213,purchased from sigma aldrich,,,,100,100.0,100.0,,MIC,,,3.28,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,21.0,,,,,,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1
3185,ZnO,Staphylococcus aureus,ATCC 29213,purchased from sigma aldrich,,,,100,100.0,100.0,,MBC,,,3.28,,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,10.3390/polym13040659,29,21.0,,,,,,Polymers,MDPI AG,2021,Development of Antibacterial Protective Coatings Active against MSSA and MRSA on Biodegradable Polymers,True,True,gold,29_10.3390@polym13040659.pdf,1
3186,ZnO,Escherichia coli,,green_synthesis using Ulva fasciata,,,10000.0,186.5,187.5,187.0,rod,disc_diffusion,,,26.0,1.33,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1
3187,ZnO,Escherichia coli,,green_synthesis using Ulva fasciata,,,5000.0,186.5,187.5,187.0,rod,disc_diffusion,,,22.0,1.23,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1
3188,ZnO,Escherichia coli,,green_synthesis using Ulva fasciata,,,2500.0,186.5,187.5,187.0,rod,disc_diffusion,,,18.0,0.57,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1
3189,ZnO,Escherichia coli,,green_synthesis using Ulva fasciata,,,1250.0,186.5,187.5,187.0,rod,disc_diffusion,,,14.0,0.75,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/idr.s234425,34,,,,,,,Infection and Drug Resistance,Dove Medical Press Ltd.,2020,Synergistic and Antagonistic Effects of Metal Nanoparticles in Combination with Antibiotics Against Some Reference Strains of Pathogenic Microorganisms,True,True,green,34_abo-shama2020.pdf,1
